NAME	TITLE	SCORE	
DUS1L		6.249364	
TAF1C		6.242654	
RAB20		6.242654	
ARL6IP5		6.239693	
PCOLCE2		6.239693	
FAM133B		6.239693	
HADHA		6.234443	
B3GAT3		6.234443	
LMBR1L		6.230896	
BRPF1		6.2261467	
PPIG		6.2199035	
OTUD6B		6.2199035	
PTCH1		6.2199035	
LSM7		6.2063217	
KLHL29		6.2060027	
SLC30A1		6.2017717	
HDGF		6.2017717	
AKAP17A		6.1980963	
ZNF503		6.1959558	
SLC25A25-AS1		6.190153	
SCNN1A		6.1887155	
CERK		6.1887155	
TLE3		6.1887155	
TPCN1		6.1879454	
LIMD1		6.1850047	
ODR4		6.183295	
VPS35L		6.1816125	
SYTL4		6.1798224	
SAMD1		6.1783977	
CLCN2		6.1783977	
PLXND1		6.177866	
GSE1		6.1750207	
RNF126		6.171558	
HK2		6.165498	
PITPNM3		6.162129	
DDR2		6.1560726	
ARPC1B		6.155077	
C19orf71		6.150523	
WDR11		6.150523	
CD276		6.1505113	
NECAB3		6.1503253	
DDI2		6.14679	
PMPCB		6.14679	
TRIM14		6.14679	
MPHOSPH10		6.14679	
HIP1		6.143235	
STAMBPL1		6.143235	
GIT1		6.143235	
TMTC1		6.143235	
SDF4		6.130581	
FGFR3		6.126834	
TXN		6.1262946	
SNRPA1		6.1159654	
EXTL3		6.1009274	
CAP1		6.0946875	
SDHAF3		6.0944524	
SNTA1		6.0944524	
ESCO2		6.0944524	
ARF5		6.0944524	
CRACR2B		6.0944524	
KCNQ4		6.089913	
IFNAR2		6.0847707	
NIT2		6.084053	
STON2		6.0742955	
PHF20		6.0689445	
TJP2		6.0677476	
ADGRE2		6.055267	
HPDL		6.0530033	
CRNDE		6.0530033	
AKAP9		6.0530033	
SDF2L1		6.0530033	
TTC7A		6.0466833	
ATP5F1A		6.0465446	
ZBTB7B		6.0413265	
TMED3		6.0255985	
RRM2		6.0253353	
CENPV		6.0174446	
REXO1		6.014334	
TAOK2		5.986344	
CUL4B		5.986198	
ING3		5.985003	
ENDOG		5.985003	
APLP1		5.98339	
POLA2		5.974177	
MIR210HG		5.97386	
FZD5		5.9696813	
MLLT1		5.967936	
RAD54B		5.96373	
MRPS35		5.9622836	
ZNHIT1		5.9531736	
ZNF516		5.9467125	
SIX2		5.9449844	
ZNF789		5.9449844	
INTS13		5.94321	
ADCY3		5.94321	
SELENOM		5.939006	
OGFR		5.93513	
MEX3D		5.9335194	
KIF7		5.9335194	
MINK1		5.9335194	
SLC7A5		5.932	
ATP5MC3		5.9285135	
ADPRHL1		5.9283323	
CMPK1		5.9283323	
PUS7		5.9283323	
TBC1D16		5.9164743	
PRMT7		5.9164743	
HOXD9		5.9164743	
TP73-AS1		5.9164743	
IREB2		5.9164743	
ABCD3		5.9164743	
VPS50		5.9162784	
SETD1B		5.9162784	
IFITM1		5.911644	
SYNM		5.908421	
TUSC2		5.908414	
ANKRD11		5.904191	
LINC01123		5.902846	
RPS7		5.8935523	
NCOA4		5.892187	
LMTK3		5.8910575	
RPE		5.8879747	
FAM3A		5.8879747	
PLEKHJ1		5.8879747	
MRPL50		5.882745	
WDR43		5.877707	
POLR1A		5.877707	
AACS		5.877707	
DMWD		5.877707	
PARK7		5.8757534	
AIFM2		5.8757534	
WFIKKN1		5.8746715	
ETFA		5.873502	
PITPNC1		5.873502	
FBXO30		5.8733664	
USP36		5.8708787	
BDH1		5.8660774	
BICD2		5.8642864	
AMD1		5.8641562	
SEMA3F		5.8641562	
DLX2		5.8641562	
GDI1		5.863862	
SLC12A9		5.8619456	
ZNF800		5.859242	
GPR157		5.8582673	
MET		5.8544927	
ARPC4		5.8519917	
ZNF394		5.848444	
ID1		5.847989	
TAF10		5.845948	
GPD2		5.845948	
INTS10		5.8407726	
STX10		5.837647	
PNKD		5.837647	
METAP2		5.8350167	
NENF		5.833958	
LSM8		5.8275614	
FBXO2		5.8242717	
PTPRU		5.8242717	
TXNL4A		5.8242717	
ATMIN		5.8242717	
ULK3		5.8242717	
MYD88		5.8241835	
THUMPD3		5.823321	
MSI2		5.8197317	
PDAP1		5.815755	
OBSL1		5.814475	
METRNL		5.814475	
ZBED6		5.814475	
RARG		5.804471	
LIFR		5.804471	
PLEKHO1		5.795406	
MRPS30		5.794155	
SCRN3		5.7913575	
SLC11A2		5.781379	
TMPRSS9		5.7807164	
ANO8		5.773476	
GPX4		5.7733507	
DTWD1		5.7729244	
MTCH2		5.771399	
AEN		5.7693224	
LRP5		5.7691464	
OSBPL5		5.7691464	
PABPC4		5.768473	
VPS33B		5.7658443	
UTP14C		5.7658443	
CRY2		5.7658443	
ACP1		5.7653866	
ICAM5		5.765264	
SUSD5		5.765264	
VASN		5.7625713	
MGST3		5.7625713	
PIK3R3		5.7625713	
NDUFA1		5.7612433	
CBARP		5.7612433	
RSRP1		5.7608075	
NOC4L		5.7601013	
RPL11		5.7557745	
SLC8B1		5.7519555	
TRABD		5.749785	
MRPL18		5.74518	
EEA1		5.7406435	
NMD3		5.7383714	
TUBGCP6		5.734867	
SND1		5.731561	
EMC3-AS1		5.731092	
TPP2		5.7241254	
TNFRSF10B		5.7228174	
DGKZ		5.7224293	
SNED1		5.7203226	
LGALS3BP		5.7191434	
MKNK2		5.7187777	
JADE3		5.717377	
ASPHD1		5.715998	
ITPRIP		5.7109118	
NOL8		5.7109118	
SF3B1		5.7098308	
NACA		5.7073693	
LINC01315		5.7073693	
LYPD6		5.7073693	
HSD17B10		5.7073693	
MLLT3		5.699788	
RBBP6		5.6979017	
RAI1		5.6960826	
ERGIC2		5.6960826	
PRR12		5.6952267	
HRAS		5.6919446	
LRWD1		5.6872373	
BRCC3		5.6872373	
DOCK5		5.686525	
SLC41A3		5.6865063	
HTATIP2		5.6800256	
PBK		5.6773233	
DLX1		5.6773233	
PPARGC1B		5.6732726	
MED10		5.6732726	
CLASRP		5.673078	
SFXN4		5.673078	
GPI		5.666602	
NARS1		5.666602	
ZDHHC11		5.666602	
GPR37		5.6650243	
RITA1		5.664976	
MBD2		5.664054	
FAM162A		5.664054	
BCAP31		5.664054	
TMF1		5.6613383	
CARMIL1		5.656442	
ATXN7L1		5.656442	
FHOD1		5.6551547	
KBTBD7		5.6521034	
EVA1C		5.6514225	
NR2F6		5.651136	
HERC3		5.651136	
PBX1		5.651136	
CDC25A		5.648988	
CSPG5		5.648414	
SMARCE1		5.6474433	
SLC25A13		5.6465654	
FSCN1		5.6465654	
JAM3		5.6465654	
GAMT		5.64506	
TIMM17A		5.6432953	
RARA		5.6406436	
ZNF121		5.637835	
NUDT2		5.636192	
PTPRR		5.6359296	
GMDS		5.6349897	
KAT2A		5.633877	
RRM2B		5.6314807	
SEMA6B		5.6299305	
KCNC4		5.6289997	
PTMS		5.6267605	
ADGRA3		5.6245093	
HOXA10		5.624086	
NOC2L		5.624086	
PCNP		5.623835	
HAUS6		5.623521	
EPRS1		5.619742	
RSL24D1		5.6158757	
WDR54		5.612882	
FURIN		5.6128073	
PDGFB		5.6128073	
ZKSCAN1		5.6128073	
APTR		5.611476	
FAS		5.605978	
SCARB1		5.601211	
MPHOSPH8		5.600834	
NDFIP1		5.59021	
PIAS2		5.59021	
NDUFAF7		5.5899315	
DCXR		5.589076	
H2BC5		5.588786	
NEIL1		5.585716	
DAG1		5.5847483	
KIF21A		5.584468	
CEBPZ		5.584468	
TYRO3		5.584468	
TFR2		5.5823627	
LAMA5		5.578486	
PLS3		5.57782	
CD46		5.5758505	
MON1B		5.5743136	
DCUN1D4		5.5728316	
CSNK1E		5.5722547	
IL13RA1		5.5722547	
COPS2		5.5700307	
RPP40		5.5681515	
LMF2		5.56235	
NDUFA5		5.56235	
TGFBR3L		5.558767	
DPH2		5.5573235	
SCAP		5.555394	
CHCHD4		5.553214	
CREG1		5.553214	
BBIP1		5.5525103	
POLR2J		5.5520673	
ARHGAP18		5.5501337	
SELENOW		5.5436993	
HSPB11		5.538936	
UNKL		5.538936	
AHSA2P		5.538062	
HECW2		5.536286	
RINT1		5.535747	
MID1		5.535287	
HSBP1		5.53318	
TANC1		5.53318	
DNTTIP2		5.53318	
PRPF38A		5.5328517	
ZC3H18		5.532454	
RRP9		5.5303698	
PKP3		5.5303698	
OSBPL10		5.528122	
KSR1		5.5278206	
CAPN10		5.527778	
ARHGEF10L		5.527582	
ATP5F1D		5.527582	
SYAP1		5.520974	
ROGDI		5.520787	
ZSCAN25		5.520787	
DDX42		5.520787	
MST1		5.5201035	
B4GALT2		5.517353	
LAMTOR4		5.511412	
LUC7L3		5.5109487	
CXCL16		5.5109487	
WASL		5.5104337	
UBA1		5.508025	
SMAD7		5.507259	
CORO2A		5.507259	
SLC27A2		5.507259	
NPTN		5.50619	
TMEM161B-AS1		5.5054603	
MAP6D1		5.5024524	
ATRX		5.5024524	
B2M		5.501831	
TIMM23		5.501831	
SSBP4		5.498959	
SLC43A2		5.498959	
IDH3A		5.498858	
REPIN1		5.498716	
MAT2A		5.498532	
THOC2		5.492914	
SLC35D2		5.4887934	
PTP4A2		5.4879427	
TEX15		5.487042	
PRICKLE3		5.4855714	
FAM120AOS		5.4839697	
TIMM21		5.4823713	
MTIF2		5.481234	
MYDGF		5.481234	
CYCS		5.4807944	
RMDN1		5.479808	
ACSL1		5.479808	
CNPY3		5.479808	
NUFIP2		5.479808	
SGK1		5.478981	
LRTOMT		5.478366	
PTEN		5.478366	
SARAF		5.477684	
KRT87P		5.477684	
VGLL4		5.476747	
IER3IP1		5.4739256	
PMS2P1		5.4723096	
SOX4		5.4723096	
THAP5		5.471749	
PEBP1		5.471749	
TXLNG		5.470168	
CHD4		5.4691544	
H2BC11		5.4641805	
RCC1L		5.463996	
MMP17		5.456081	
RPS24		5.453997	
NDUFS5		5.4516735	
TXNIP		5.448304	
DAZAP1		5.4459133	
ARFGEF2		5.4457874	
PON2		5.445621	
EN1		5.4443154	
TFRC		5.443279	
ATP2B1		5.4418936	
CDK16		5.439752	
ZADH2		5.4391522	
PRRT1		5.4387565	
GNL2		5.438089	
POLD2		5.4375362	
RPLP2		5.4351454	
FAM160B2		5.431586	
PRC1		5.4296393	
C1QBP		5.4294243	
WHAMMP3		5.42335	
HCN2		5.420877	
SHISAL1		5.420877	
ATP6AP2		5.420877	
RIDA		5.420877	
MRPL35		5.420877	
TPRKB		5.419509	
SCAF11		5.414884	
EID1		5.412838	
ATP5MC1		5.412838	
ANKRD28		5.408701	
BRIX1		5.40774	
MTRR		5.4068475	
KIF26A		5.4064	
FAM185A		5.4064	
NUDT3		5.406228	
GSR		5.40505	
COX5A		5.4006805	
BCAP29		5.398861	
OTUD6B-AS1		5.3968325	
SENP7		5.3968325	
MADD		5.3956933	
GTF3A		5.393438	
AGTPBP1		5.393242	
RHBDD2		5.3929396	
GARS1-DT		5.3927608	
NADK		5.3927608	
KCNAB2		5.3916416	
SH3PXD2A		5.3873944	
PCGF1		5.3864417	
NRP2		5.3864417	
ZCCHC2		5.383393	
ACCS		5.383393	
SRPK2		5.3804	
WWTR1		5.380111	
HIP1R		5.372467	
ZNF638		5.369282	
CMSS1		5.369282	
UTP25		5.3635025	
AKAP1		5.3587847	
RMND5A		5.3587847	
MLYCD		5.3587327	
GNB2		5.3582277	
MRM1		5.357887	
INVS		5.356992	
PSMD14		5.3544545	
TNK2		5.353713	
COL4A6		5.353276	
SEC11A		5.3527474	
LINC00339		5.3527474	
IBTK		5.3527474	
ESCO1		5.352738	
GATAD1		5.3505244	
TWNK		5.3502975	
RBM28		5.349474	
PHKA1		5.3456464	
SVEP1		5.345453	
KAT2B		5.34313	
CXXC5		5.341296	
PRKX		5.3388677	
PITPNM1		5.337678	
TARS1		5.335896	
NADSYN1		5.335896	
TTN		5.335059	
CIAO2A		5.335037	
PEX1		5.335037	
ESRRA		5.333348	
PITX1		5.333348	
GOLGA4		5.333348	
SRSF1		5.333348	
YOD1		5.332652	
RSRC1		5.3319287	
TES		5.329658	
BUB3		5.3286157	
AK2		5.3286157	
CRELD2		5.326691	
DKC1		5.326691	
ENG		5.326691	
CLUH		5.326691	
SARM1		5.326691	
ARL5A		5.3259664	
RELCH		5.325392	
STK11IP		5.322226	
ZNF782		5.322226	
SEM1		5.320341	
ACAA2		5.31444	
VAMP8		5.313549	
COX6B1		5.311267	
N4BP2L2		5.311267	
PPFIA3		5.311267	
CARD16		5.311267	
GTF2A2		5.3054476	
IPPK		5.3029914	
VDR		5.3028164	
MOSPD2		5.301385	
FAM219B		5.301325	
ANP32B		5.301138	
DNPEP		5.3000846	
TSHZ1		5.299246	
MPHOSPH6		5.295196	
POLDIP2		5.2944803	
NOL6		5.291217	
PITHD1		5.291217	
FBLN1		5.2897544	
G6PD		5.289192	
HEXB		5.289192	
CRYBB2P1		5.2830563	
PRKACB		5.2815127	
FIBCD1		5.2807274	
PRTG		5.2748065	
CSPG4P10		5.2741313	
PEX11B		5.2741313	
SGSM3		5.2741313	
CYFIP2		5.2735004	
NELFCD		5.2733593	
DLD		5.2733593	
TWF1		5.2733593	
PRMT6		5.2710705	
NHS		5.270288	
CCDC25		5.270288	
TCAIM		5.2691374	
TRMT1		5.2665987	
PRDX3		5.2655964	
MFSD14B		5.2649546	
LAP3		5.2630105	
MGA		5.2592816	
PKD1		5.2584934	
DTX4		5.257335	
SCX		5.2569356	
OLR1		5.2569356	
SLC38A10		5.2569356	
PPP1R15B		5.2557545	
SETD1A		5.2553554	
SFXN5		5.2543902	
CMIP		5.251088	
PNN		5.251088	
FECH		5.2503963	
BAZ2B		5.2487726	
FIS1		5.240399	
IDH3G		5.236443	
RPS4X		5.2321386	
NBR2		5.2300563	
MAP3K5		5.230007	
EPPK1		5.2292013	
DSTN		5.2283382	
SNRPGP10		5.2278924	
NPDC1		5.2275624	
SRD5A1		5.2265005	
KCTD9		5.2265005	
AKAP11		5.225669	
PPP1CB		5.225471	
SLC4A7		5.225384	
LMNB2		5.2253346	
ADAM12		5.223961	
SMPDL3A		5.222909	
TMEM64		5.222194	
PECR		5.2219615	
SAMD10		5.221592	
TLE2		5.2210164	
EML3		5.2210164	
PFKM		5.220532	
ATF1		5.219027	
ZRANB2		5.219027	
HNRNPA0		5.219027	
SNRPF		5.219027	
ATP6V0B		5.217234	
RPL21		5.217234	
MYBBP1A		5.2156262	
UBA3		5.215263	
SAP18		5.214226	
SLC9A3R1		5.2141666	
RRP7BP		5.2125726	
CLN6		5.2099986	
ZNRF2P1		5.2037535	
OFD1		5.2004404	
CHD9		5.198312	
ENTPD7		5.198312	
TRIR		5.197697	
HIBCH		5.197539	
TFB2M		5.1971188	
HSPA9		5.1958075	
SPICE1		5.1950817	
SEC61B		5.1916866	
FRG1CP		5.1905537	
NRCAM		5.1897354	
TMEM238		5.187765	
UBALD2		5.187203	
ZMAT3		5.1871295	
CD164		5.1858068	
PPA1		5.1842957	
TOMM70		5.1783657	
TTLL12		5.178287	
H2AC11		5.1778884	
RPAP3		5.1759996	
MRPS36		5.1749735	
ANKRD52		5.174681	
MCTS1		5.172761	
VPS37A		5.1724076	
KDM4A		5.1724076	
DENND4B		5.1724076	
ZNF706		5.1724076	
FASTK		5.1672683	
ZMYND19		5.166696	
SLC25A38		5.1644287	
NDUFS6		5.1644287	
SH2B1		5.159625	
ANKIB1		5.157993	
USP39		5.157993	
FAM120C		5.157993	
KRBOX4		5.157085	
RBIS		5.1548057	
SLC25A6		5.152625	
MRPL20		5.152625	
THOP1		5.1516776	
CHML		5.1513963	
CNKSR3		5.151001	
MTERF1		5.1507435	
CDYL2		5.1500196	
RPP25		5.1471415	
ANAPC2		5.146068	
WWOX		5.1411247	
TMEM59		5.1383066	
CPNE8		5.1383066	
C1orf131		5.136601	
DDX23		5.136601	
UBE2O		5.1355367	
COQ8A		5.135367	
HEMK1		5.1340113	
LRRC40		5.1340113	
COL4A2		5.133621	
ZNF277		5.133621	
TFAP2C		5.1330113	
DHX30		5.131292	
PLA2G12A		5.129736	
TMEM158		5.129183	
COMTD1		5.129183	
ARHGDIA		5.12871	
COX15		5.1282167	
LDB1		5.1276793	
LPP		5.126566	
BUD23		5.12626	
YES1		5.12626	
IMMP1L		5.1259446	
TSR1		5.1259446	
MAP11		5.1259446	
DCTN6		5.1232924	
CHST3		5.1202073	
SMYD2		5.1198163	
SNTB2		5.1186633	
SLC6A8		5.1184797	
ATP5IF1		5.116569	
CDK1		5.1165104	
GTF2H5		5.1156406	
FAM174A		5.114515	
TNFAIP8		5.114515	
TFAM		5.114515	
ALKBH4		5.114515	
DUS4L		5.1132503	
PRPF4		5.1132503	
ADAM9		5.108874	
FARSA		5.108552	
HERC2P3		5.106651	
KIAA1217		5.106442	
CIR1		5.104686	
FBXO46		5.1044207	
ATOH8		5.1044207	
RPS12		5.1044207	
MAMDC4		5.1044207	
AHCYL1		5.1037383	
TNPO1		5.1032624	
SLC25A46		5.1032624	
NCBP1		5.102136	
CXCR4		5.101914	
UBL4A		5.1019077	
ANKRD10-IT1		5.1014743	
ZNF595		5.0997744	
DPP9		5.0982704	
DLGAP1-AS1		5.0950165	
IQSEC1		5.0940213	
NKIRAS1		5.0940213	
UBAP2L		5.0940213	
AMMECR1		5.0940213	
SRF		5.091379	
SLC25A16		5.0901375	
GALNT6		5.089839	
PFKFB2		5.087082	
LRRFIP2		5.086809	
LRPPRC		5.086809	
AGAP6		5.0864444	
AP3D1		5.0863605	
KLHL11		5.0861955	
DDIT4		5.0861955	
PNISR		5.08575	
RPL41P1		5.0838504	
CD37		5.0823264	
MFSD12		5.0823264	
NEMF		5.0810294	
LARP4		5.0810294	
CCDC12		5.0810294	
ZNF282		5.08066	
MRPL32		5.078972	
RPL39		5.078972	
PRKAR2A		5.078744	
OGDHL		5.076645	
FNBP4		5.0764875	
CCDC77		5.0730433	
SIRT7		5.0730095	
TMEM198		5.072494	
MED17		5.0703454	
GTPBP10		5.0690565	
PIK3C2B		5.0660343	
EPM2AIP1		5.0620465	
ORMDL1		5.061866	
TACC2		5.061664	
ZCRB1		5.0598354	
HECTD3		5.0595665	
EIF2S3		5.0580664	
UQCRFS1P1		5.0580664	
CENPN		5.0580664	
PREX1		5.0580664	
ADAT2		5.053971	
RCOR3		5.053971	
FOXL2		5.053971	
UFM1		5.053971	
ERF		5.053069	
FBXW9		5.0480146	
SYT12		5.0480146	
SLC27A3		5.0479107	
PRKAA2		5.0479107	
TXNDC5		5.0479107	
SRSF7		5.0479107	
ABCB10		5.0469055	
ZNF513		5.046638	
ATAD1		5.04631	
UBR3		5.0442357	
BMS1P1		5.043497	
PPHLN1		5.0413847	
ACAP2		5.0405	
SRM		5.039817	
POLK		5.0362983	
CEP44		5.034017	
FASTKD2		5.034017	
TBK1		5.033378	
UCHL5		5.032034	
USF2		5.032034	
NKAP		5.030527	
SH2D4A		5.029967	
ST6GALNAC4		5.0297294	
PKD1P3		5.029494	
TATDN3		5.024871	
NALT1		5.0245504	
GEMIN5		5.024541	
CEP152		5.022147	
SPRYD3		5.02212	
BUD31		5.020795	
NSL1		5.0198402	
NKX2-5		5.0193768	
ARRDC2		5.018824	
BLVRA		5.0176945	
MICU2		5.0170174	
RBM23		5.0170174	
INAFM1		5.0162697	
BNIP3L		5.0162697	
ARHGAP45		5.0146227	
SEC23IP		5.012804	
EDEM1		5.012804	
USP47		5.011603	
TCEA2		5.010171	
TERF2IP		5.0085936	
PSMG4		5.0078654	
CARD19		5.002492	
HADHB		5.000585	
EFCAB14		4.9988422	
XRCC4		4.9979887	
BRK1		4.993911	
PGM1		4.993502	
H2BC20P		4.9933944	
UAP1L1		4.9920354	
RESF1		4.9920354	
ALDH3A2		4.991876	
ANKRD9		4.9880133	
CICP14		4.9876013	
INF2		4.9862323	
NUP160		4.9846854	
RPL12		4.9846854	
DUSP2		4.983543	
PPP1R2		4.983498	
PTPN23		4.983342	
SLC38A1		4.981367	
ACOT13		4.9800544	
CREBBP		4.979345	
SLC7A5P1		4.9790034	
PTDSS1		4.9716945	
PPID		4.9715323	
MT-ND1		4.9714193	
DAPK2		4.970636	
PFDN2		4.969805	
KMT2B		4.9690223	
EIF3M		4.9666824	
ZBTB11		4.9666824	
POP1		4.9666824	
ATAD3A		4.9666824	
NCOR2		4.965219	
NEXN		4.9651437	
CHAC2		4.96379	
TMEM167A		4.9608307	
SMIM10		4.9608307	
DESI1		4.960795	
ABHD3		4.960795	
GDF6		4.9572763	
ATG9A		4.9572763	
HYAL3		4.9560947	
LNX2		4.9560184	
NSRP1		4.9559073	
DAZAP2		4.9550657	
NACC2		4.9550657	
DCAF13		4.9546895	
LSM4		4.9540367	
SORBS1		4.952843	
SHTN1		4.9480104	
CUTC		4.947472	
ZNF512B		4.947472	
REEP4		4.9434524	
CRYL1		4.943438	
PHF2		4.9427657	
E2F1		4.942151	
GRK5		4.941553	
SLC25A22		4.9411983	
EIF1AX		4.938778	
TGFB3		4.9369497	
GRB7		4.9369497	
SNRNP70		4.936605	
DNPH1		4.936057	
RPS9		4.935982	
RPS27A		4.935597	
SORBS2		4.935597	
MAD2L2		4.9324894	
PLIN4		4.931641	
HSPH1		4.9305334	
EIF4EBP2		4.927998	
SAFB2		4.9275107	
CD55		4.9275107	
FER		4.925415	
CCNL2		4.9252944	
PGAP2		4.924748	
RSL1D1		4.924748	
ZNF746		4.924612	
DERA		4.924612	
UBP1		4.9238005	
GMCL1		4.9232407	
ACSL4		4.9224854	
TIMM8A		4.9216995	
BRICD5		4.921248	
MRPL37		4.920887	
TCEAL4		4.914353	
FAM200A		4.914192	
HAGHL		4.9140563	
KLHL17		4.912437	
ISG20L2		4.9110374	
AEBP2		4.9110365	
SLC2A8		4.9110365	
NR3C1		4.9089913	
CCDC9		4.9080057	
PICK1		4.9065127	
NDUFA12		4.906417	
WBP4		4.906271	
ELAPOR2		4.902689	
ZNF320		4.901576	
ADAT1		4.8996005	
GTF2A1		4.8974504	
SS18L1		4.8974504	
TSTD2		4.8974504	
WRNIP1		4.8974504	
GOLM1		4.895645	
COQ3		4.895025	
GLIS2		4.893456	
TRRAP		4.8898582	
GOLGA2P10		4.8878593	
NAA16		4.8862004	
TOMM20		4.8858685	
LRRC8A		4.885571	
MBD3		4.885012	
INTS1		4.885012	
ATP1A3		4.885012	
CMC2		4.8828692	
TMEM201		4.878459	
CTR9		4.8774743	
HSBP1L1		4.875998	
ARNT		4.875998	
FAIM		4.8724265	
FRAT2		4.8723717	
DNAJC27		4.8723717	
