NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PID_IL23_PATHWAY%MSIGDB_C2%PID_IL23_PATHWAY	PID_IL23_PATHWAY%MSIGDB_C2%PID_IL23_PATHWAY	Details ...	15	-0.66438967	-2.1152167	0.0	0.036689814	0.314	1515	tags=47%, list=11%, signal=52%	
REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391	REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391	Details ...	192	-0.3684247	-2.1042042	0.0	0.037325196	0.339	2633	tags=40%, list=19%, signal=48%	
CARDIAC CONDUCTION%GOBP%GO:0061337	CARDIAC CONDUCTION%GOBP%GO:0061337	Details ...	54	-0.46284458	-2.0985703	0.0	0.035445143	0.345	2276	tags=41%, list=16%, signal=49%	
PID_ARF_3PATHWAY%MSIGDB_C2%PID_ARF_3PATHWAY	PID_ARF_3PATHWAY%MSIGDB_C2%PID_ARF_3PATHWAY	Details ...	15	-0.66196066	-2.0938623	0.0	0.03553055	0.371	2323	tags=60%, list=17%, signal=72%	
THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING	THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING	Details ...	44	-0.4907124	-2.089682	0.0	0.03467393	0.386	2415	tags=43%, list=17%, signal=52%	
STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0016126	STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0016126	Details ...	31	-0.54114366	-2.0842657	0.0	0.03446426	0.4	3050	tags=58%, list=22%, signal=74%	
REGULATION OF CALCIUM-MEDIATED SIGNALING%GOBP%GO:0050848	REGULATION OF CALCIUM-MEDIATED SIGNALING%GOBP%GO:0050848	Details ...	46	-0.46896607	-2.0670187	0.0	0.03985197	0.467	3854	tags=61%, list=28%, signal=84%	
SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653	SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653	Details ...	29	-0.53413814	-2.0572414	0.0	0.04164981	0.502	3050	tags=59%, list=22%, signal=75%	
REGULATION OF LONG-TERM SYNAPTIC POTENTIATION%GOBP%GO:1900271	REGULATION OF LONG-TERM SYNAPTIC POTENTIATION%GOBP%GO:1900271	Details ...	20	-0.5969335	-2.0570703	0.0	0.039627884	0.505	2634	tags=65%, list=19%, signal=80%	
CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006695	CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006695	Details ...	29	-0.53413814	-2.0565236	0.0021097045	0.037862327	0.506	3050	tags=59%, list=22%, signal=75%	
PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY	PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY		30	-0.5383112	-2.056052	0.0	0.03631486	0.507	2051	tags=47%, list=15%, signal=55%	
PHASE 0 - RAPID DEPOLARISATION%REACTOME%R-HSA-5576892.2	PHASE 0 - RAPID DEPOLARISATION%REACTOME%R-HSA-5576892.2		19	-0.5901238	-2.0549717	0.0	0.0350528	0.512	1146	tags=42%, list=8%, signal=46%	
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5		25	-0.5625666	-2.0464973	0.0	0.03676628	0.539	2740	tags=60%, list=20%, signal=75%	
POSITIVE REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051281	POSITIVE REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051281		17	-0.6121846	-2.020006	0.0	0.047853846	0.652	3281	tags=47%, list=24%, signal=62%	
MEMBRANE DEPOLARIZATION%GOBP%GO:0051899	MEMBRANE DEPOLARIZATION%GOBP%GO:0051899		27	-0.53205657	-2.0192857	0.0	0.04615292	0.652	2633	tags=56%, list=19%, signal=68%	
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0098901	REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0098901		26	-0.54015917	-2.0154493	0.003976143	0.046370532	0.664	2633	tags=50%, list=19%, signal=62%	
ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS	ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS		26	-0.53803587	-2.0059466	0.0	0.049415316	0.699	2082	tags=50%, list=15%, signal=59%	
REGULATION OF ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:1903115	REGULATION OF ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:1903115		27	-0.53514534	-1.9981802	0.0020325202	0.052043196	0.725	1769	tags=48%, list=13%, signal=55%	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS		38	-0.48630953	-1.9952799	0.001996008	0.051883474	0.738	1927	tags=37%, list=14%, signal=43%	
CELL-EXTRACELLULAR MATRIX INTERACTIONS%REACTOME%R-HSA-446353.1	CELL-EXTRACELLULAR MATRIX INTERACTIONS%REACTOME%R-HSA-446353.1		16	-0.60661954	-1.9878448	0.0019880715	0.053970937	0.766	2599	tags=38%, list=19%, signal=46%	
REGULATION OF ACTION POTENTIAL%GOBP%GO:0098900	REGULATION OF ACTION POTENTIAL%GOBP%GO:0098900		36	-0.47871396	-1.9750595	0.0	0.059402898	0.812	2633	tags=47%, list=19%, signal=58%	
POSITIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903036	POSITIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903036		43	-0.4569721	-1.972002	0.0	0.059267588	0.821	3855	tags=51%, list=28%, signal=71%	
REGULATION OF HEART CONTRACTION%GOBP%GO:0008016	REGULATION OF HEART CONTRACTION%GOBP%GO:0008016		118	-0.37151548	-1.9674083	0.0	0.059890434	0.831	2389	tags=36%, list=17%, signal=43%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE		101	-0.38563913	-1.9657642	0.0	0.058827996	0.836	2496	tags=41%, list=18%, signal=49%	
CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GOBP%GO:0086002	CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GOBP%GO:0086002		20	-0.5597937	-1.9619098	0.0	0.059495803	0.847	2276	tags=65%, list=16%, signal=78%	
CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086003	CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086003		23	-0.5406244	-1.9612478	0.0019379845	0.058142826	0.849	2276	tags=61%, list=16%, signal=73%	
REGULATION OF HEART RATE BY CARDIAC CONDUCTION%GOBP%GO:0086091	REGULATION OF HEART RATE BY CARDIAC CONDUCTION%GOBP%GO:0086091		23	-0.5555859	-1.9538223	0.0020283975	0.061093353	0.875	2633	tags=61%, list=19%, signal=75%	
NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 75%1251985	NUCLEAR SIGNALING BY ERBB4%REACTOME DATABASE ID RELEASE 75%1251985		23	-0.54744905	-1.951211	0.0	0.061445985	0.885	2480	tags=57%, list=18%, signal=69%	
GPCRS, OTHER%WIKIPATHWAYS_20210210%WP117%HOMO SAPIENS	GPCRS, OTHER%WIKIPATHWAYS_20210210%WP117%HOMO SAPIENS		21	-0.5577998	-1.9473073	0.002016129	0.06227515	0.897	3080	tags=57%, list=22%, signal=73%	
E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES	E-CADHERIN SIGNALING IN KERATINOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E-CADHERIN SIGNALING IN KERATINOCYTES		19	-0.56483704	-1.9417499	0.001980198	0.064005755	0.906	4478	tags=74%, list=32%, signal=109%	
ACTIN-MEDIATED CELL CONTRACTION%GOBP%GO:0070252	ACTIN-MEDIATED CELL CONTRACTION%GOBP%GO:0070252		48	-0.4465091	-1.9410092	0.0	0.06294562	0.909	2276	tags=50%, list=16%, signal=60%	
DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME DATABASE ID RELEASE 75%3906995	DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME DATABASE ID RELEASE 75%3906995		40	-0.46305612	-1.940981	0.0	0.061446913	0.909	3741	tags=58%, list=27%, signal=79%	
PLASMA LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0034381	PLASMA LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0034381		28	-0.51269954	-1.9359361	0.001984127	0.0629048	0.927	3229	tags=57%, list=23%, signal=74%	
REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001914	REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001914		15	-0.6121117	-1.9353929	0.001980198	0.06189194	0.928	3787	tags=73%, list=27%, signal=101%	
CALCIUM REGULATION IN THE CARDIAC CELL%WIKIPATHWAYS_20210210%WP536%HOMO SAPIENS	CALCIUM REGULATION IN THE CARDIAC CELL%WIKIPATHWAYS_20210210%WP536%HOMO SAPIENS		71	-0.40199822	-1.9350376	0.0	0.0606368	0.928	2387	tags=38%, list=17%, signal=46%	
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME DATABASE ID RELEASE 75%202433	GENERATION OF SECOND MESSENGER MOLECULES%REACTOME DATABASE ID RELEASE 75%202433		18	-0.5832901	-1.9326953	0.0038610038	0.06082032	0.936	5136	tags=83%, list=37%, signal=132%	
REGULATION OF EXECUTION PHASE OF APOPTOSIS%GOBP%GO:1900117	REGULATION OF EXECUTION PHASE OF APOPTOSIS%GOBP%GO:1900117		18	-0.5723002	-1.9300361	0.0	0.060677342	0.939	2603	tags=44%, list=19%, signal=55%	
LIPID STORAGE%GOBP%GO:0019915	LIPID STORAGE%GOBP%GO:0019915		20	-0.5466308	-1.929596	0.002016129	0.05968405	0.941	3212	tags=60%, list=23%, signal=78%	
REGULATION OF SYNAPTIC PLASTICITY%GOBP%GO:0048167	REGULATION OF SYNAPTIC PLASTICITY%GOBP%GO:0048167		84	-0.3859594	-1.9191809	0.00203666	0.064435214	0.958	2801	tags=42%, list=20%, signal=52%	
ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:0030048	ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:0030048		70	-0.40285236	-1.9178705	0.0	0.063944325	0.958	2586	tags=44%, list=19%, signal=54%	
CELL-CELL SIGNALING INVOLVED IN CARDIAC CONDUCTION%GOBP%GO:0086019	CELL-CELL SIGNALING INVOLVED IN CARDIAC CONDUCTION%GOBP%GO:0086019		16	-0.5975164	-1.9040116	0.0020491802	0.071775965	0.974	2633	tags=63%, list=19%, signal=77%	
REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:1902547	REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:1902547		17	-0.57649577	-1.9028872	0.00390625	0.07101719	0.975	4146	tags=82%, list=30%, signal=117%	
POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846	POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903846		23	-0.5211018	-1.8951821	0.002	0.075412266	0.981	2733	tags=43%, list=20%, signal=54%	
REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050730	REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050730		127	-0.3536802	-1.8939406	0.0	0.07473311	0.982	4329	tags=47%, list=31%, signal=68%	
SECOND-MESSENGER-MEDIATED SIGNALING%GOBP%GO:0019932	SECOND-MESSENGER-MEDIATED SIGNALING%GOBP%GO:0019932		154	-0.34480837	-1.8887156	0.0	0.07696137	0.985	4407	tags=55%, list=32%, signal=80%	
REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060314	REGULATION OF RYANODINE-SENSITIVE CALCIUM-RELEASE CHANNEL ACTIVITY%GOBP%GO:0060314		17	-0.5706304	-1.8868812	0.00589391	0.076879375	0.986	3854	tags=71%, list=28%, signal=98%	
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%R-HSA-381426.2	REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%R-HSA-381426.2		73	-0.39160907	-1.8861072	0.00203666	0.07604192	0.987	1674	tags=27%, list=12%, signal=31%	
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511	POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511		23	-0.5211018	-1.8831161	0.0061601643	0.076779775	0.988	2733	tags=43%, list=20%, signal=54%	
TISSUE REGENERATION%GOBP%GO:0042246	TISSUE REGENERATION%GOBP%GO:0042246		16	-0.5830434	-1.8816688	0.0019880715	0.07652195	0.989	2498	tags=56%, list=18%, signal=69%	
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION%GOBP%GO:0050806	POSITIVE REGULATION OF SYNAPTIC TRANSMISSION%GOBP%GO:0050806		56	-0.41581506	-1.8798481	0.0	0.07667046	0.99	2801	tags=41%, list=20%, signal=51%	
POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001912	POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001912		19	-0.54463834	-1.8785346	0.0	0.07640676	0.99	3787	tags=79%, list=27%, signal=109%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDB_C2%HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDB_C2%HALLMARK_CHOLESTEROL_HOMEOSTASIS		54	-0.42053142	-1.8763729	0.0	0.07684624	0.991	2740	tags=43%, list=20%, signal=53%	
PLASMA LIPOPROTEIN CLEARANCE%REACTOME DATABASE ID RELEASE 75%8964043	PLASMA LIPOPROTEIN CLEARANCE%REACTOME DATABASE ID RELEASE 75%8964043		26	-0.5120177	-1.8741922	0.0020533882	0.0773551	0.992	3221	tags=54%, list=23%, signal=70%	
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:1900746	REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY%GOBP%GO:1900746		15	-0.59726965	-1.872256	0.0061728396	0.07734393	0.992	4146	tags=87%, list=30%, signal=124%	
CARDIAC MUSCLE CONTRACTION%GOBP%GO:0060048	CARDIAC MUSCLE CONTRACTION%GOBP%GO:0060048		34	-0.45162818	-1.8697689	0.002074689	0.07807895	0.992	2276	tags=50%, list=16%, signal=60%	
POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343	POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343		26	-0.5064609	-1.8659265	0.004	0.07979486	0.992	3787	tags=65%, list=27%, signal=90%	
REGULATION OF BLOOD CIRCULATION%GOBP%GO:1903522	REGULATION OF BLOOD CIRCULATION%GOBP%GO:1903522		136	-0.34210035	-1.864715	0.0	0.07943927	0.992	2389	tags=34%, list=17%, signal=40%	
G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY, COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER%GOBP%GO:0007187	G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY, COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER%GOBP%GO:0007187		91	-0.3664226	-1.8644063	0.0020703934	0.07846032	0.992	4407	tags=56%, list=32%, signal=82%	
GAP JUNCTION TRAFFICKING AND REGULATION%REACTOME DATABASE ID RELEASE 75%157858	GAP JUNCTION TRAFFICKING AND REGULATION%REACTOME DATABASE ID RELEASE 75%157858		16	-0.5662442	-1.8628149	0.0041841003	0.078812554	0.994	2725	tags=50%, list=20%, signal=62%	
CELL COMMUNICATION INVOLVED IN CARDIAC CONDUCTION%GOBP%GO:0086065	CELL COMMUNICATION INVOLVED IN CARDIAC CONDUCTION%GOBP%GO:0086065		28	-0.4898621	-1.860824	0.0018975332	0.07922709	0.994	2633	tags=50%, list=19%, signal=62%	
NEURAL CREST CELL MIGRATION DURING DEVELOPMENT%WIKIPATHWAYS_20210210%WP4564%HOMO SAPIENS	NEURAL CREST CELL MIGRATION DURING DEVELOPMENT%WIKIPATHWAYS_20210210%WP4564%HOMO SAPIENS		25	-0.50060374	-1.8608028	0.001934236	0.07811122	0.994	1918	tags=48%, list=14%, signal=56%	
REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0055117	REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0055117		42	-0.4408456	-1.8584839	0.0	0.07895885	0.995	1769	tags=40%, list=13%, signal=46%	
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731		87	-0.37344268	-1.8578373	0.0	0.07839597	0.995	4781	tags=56%, list=35%, signal=85%	
HEART PROCESS%GOBP%GO:0003015	HEART PROCESS%GOBP%GO:0003015		44	-0.4320721	-1.856426	0.002016129	0.0784595	0.995	2276	tags=45%, list=16%, signal=54%	
DEFECTIVE B3GALTL CAUSES PETERS-PLUS SYNDROME (PPS)%REACTOME%R-HSA-5083635.1	DEFECTIVE B3GALTL CAUSES PETERS-PLUS SYNDROME (PPS)%REACTOME%R-HSA-5083635.1		26	-0.4952869	-1.8553051	0.003944773	0.07827609	0.995	3741	tags=62%, list=27%, signal=84%	
REGULATION OF RAC1 ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAC1 ACTIVITY	REGULATION OF RAC1 ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF RAC1 ACTIVITY		31	-0.4696828	-1.8467834	0.0020661156	0.083338104	0.998	3390	tags=58%, list=24%, signal=77%	
REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086004	REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GOBP%GO:0086004		25	-0.49852255	-1.8453784	0.0	0.083224185	0.998	1769	tags=44%, list=13%, signal=50%	
PULMONARY VALVE DEVELOPMENT%GOBP%GO:0003177	PULMONARY VALVE DEVELOPMENT%GOBP%GO:0003177		16	-0.5616346	-1.8439996	0.0021097045	0.08317818	0.998	2606	tags=50%, list=19%, signal=62%	
POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 75%8957275	POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 75%8957275		69	-0.3841309	-1.843665	0.0040816325	0.08237088	0.998	1674	tags=26%, list=12%, signal=30%	
IL27-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL27-MEDIATED SIGNALING EVENTS	IL27-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL27-MEDIATED SIGNALING EVENTS		18	-0.5575709	-1.8421838	0.0020283975	0.08243538	0.998	5257	tags=72%, list=38%, signal=116%	
STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0006694	STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0006694		67	-0.38344258	-1.8420496	0.0	0.08153775	0.998	3599	tags=49%, list=26%, signal=66%	
POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303	POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303		38	-0.4431851	-1.8402611	0.004048583	0.08162017	0.998	3855	tags=50%, list=28%, signal=69%	
ADHERENS JUNCTIONS INTERACTIONS%REACTOME DATABASE ID RELEASE 75%418990	ADHERENS JUNCTIONS INTERACTIONS%REACTOME DATABASE ID RELEASE 75%418990		15	-0.5806143	-1.8300023	0.006024096	0.088289365	0.998	4655	tags=73%, list=34%, signal=110%	
POSITIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051928	POSITIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051928		47	-0.42324844	-1.8274587	0.0	0.08906071	0.998	4143	tags=47%, list=30%, signal=67%	
S1P2 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P2 PATHWAY	S1P2 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P2 PATHWAY		22	-0.5110368	-1.8267914	0.0019193857	0.08848341	0.998	1591	tags=36%, list=11%, signal=41%	
CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086001	CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086001		29	-0.46980333	-1.8265095	0.003944773	0.087642826	0.998	2633	tags=55%, list=19%, signal=68%	
TRANS-SYNAPTIC SIGNALING%GOBP%GO:0099537	TRANS-SYNAPTIC SIGNALING%GOBP%GO:0099537		173	-0.32148385	-1.82602	0.0	0.08708223	0.999	3600	tags=42%, list=26%, signal=56%	
O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME DATABASE ID RELEASE 75%5173214	O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME DATABASE ID RELEASE 75%5173214		27	-0.48802355	-1.8246155	0.0040983604	0.087085195	1.0	3741	tags=59%, list=27%, signal=81%	
POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002763	POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002763		24	-0.4967031	-1.8238852	0.0060728746	0.08679909	1.0	3922	tags=58%, list=28%, signal=81%	
ANTEROGRADE TRANS-SYNAPTIC SIGNALING%GOBP%GO:0098916	ANTEROGRADE TRANS-SYNAPTIC SIGNALING%GOBP%GO:0098916		168	-0.32241476	-1.8233008	0.0	0.086217545	1.0	3600	tags=42%, list=26%, signal=56%	
LDL CLEARANCE%REACTOME DATABASE ID RELEASE 75%8964038	LDL CLEARANCE%REACTOME DATABASE ID RELEASE 75%8964038		17	-0.5460574	-1.8215419	0.006134969	0.0866823	1.0	3134	tags=53%, list=23%, signal=68%	
SYNAPTIC SIGNALING%GOBP%GO:0099536	SYNAPTIC SIGNALING%GOBP%GO:0099536		178	-0.32178217	-1.8173643	0.0	0.088906996	1.0	3600	tags=42%, list=26%, signal=56%	
RESPONSE TO AMYLOID-BETA%GOBP%GO:1904645	RESPONSE TO AMYLOID-BETA%GOBP%GO:1904645		28	-0.4799899	-1.8171439	0.003992016	0.08807842	1.0	2226	tags=43%, list=16%, signal=51%	
POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904427	POSITIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904427		31	-0.4629921	-1.8149829	0.001996008	0.08903604	1.0	3281	tags=42%, list=24%, signal=55%	
